run,time_hr,glucose,remote_insulin,insulin,baseline_command,requested_command,delivered_command,disturbance,attack_active,attack_name,blocked,mode,reason
baseline,14.000000,91.575599,0.086936084,49.063308,28.681043,28.681043,28.681043,2.456192,0,,0,NORMAL,
baseline,14.166667,90.338347,0.086876306,48.603244,28.736434,28.736434,28.736434,2.336402,0,,0,NORMAL,
baseline,14.333333,89.350191,0.086698445,48.421240,28.884409,28.884409,28.884409,2.222455,0,,0,NORMAL,
baseline,14.500000,88.492996,0.086519823,48.381100,28.991535,28.991535,28.991535,2.114064,0,,0,NORMAL,
baseline,14.666667,87.692562,0.086379194,48.387414,29.038288,29.038288,29.038288,2.010960,0,,0,NORMAL,
baseline,14.833333,86.917967,0.086276075,48.393859,29.042277,29.042277,29.042277,1.912884,0,,0,NORMAL,
baseline,15.000000,86.163414,0.086197548,48.385426,29.023455,29.023455,29.023455,1.819592,0,,0,NORMAL,
baseline,15.166667,85.432957,0.086130792,48.361198,28.994311,28.994311,28.994311,1.730849,0,,0,NORMAL,
baseline,15.333333,84.732198,0.086066739,48.324248,28.960374,28.960374,28.960374,1.646435,0,,0,NORMAL,
baseline,15.500000,84.065219,0.085999853,48.277436,28.923165,28.923165,28.923165,1.566137,0,,0,NORMAL,
baseline,15.666667,83.434169,0.085926923,48.222438,28.882596,28.882596,28.882596,1.489756,0,,0,NORMAL,
baseline,15.833333,82.839753,0.085846039,48.160007,28.838262,28.838262,28.838262,1.417100,0,,0,NORMAL,
baseline,16.000000,82.281807,0.085755977,48.090435,28.789913,28.789913,28.789913,1.347987,0,,0,NORMAL,
baseline,16.166667,81.759691,0.085655912,48.013882,28.737526,28.737526,28.737526,1.282245,0,,0,NORMAL,
baseline,16.333333,81.272511,0.085545298,47.930535,28.681233,28.681233,28.681233,1.219709,0,,0,NORMAL,
baseline,16.500000,80.819216,0.085423823,47.840646,28.621250,28.621250,28.621250,1.160223,0,,0,NORMAL,
baseline,16.666667,80.398658,0.085291376,47.744531,28.557822,28.557822,28.557822,1.103638,0,,0,NORMAL,
baseline,16.833333,80.009617,0.085148025,47.642545,28.491200,28.491200,28.491200,1.049813,0,,0,NORMAL,
baseline,17.000000,79.650828,0.084993979,47.535065,28.421631,28.421631,28.421631,0.998613,0,,0,NORMAL,
baseline,17.166667,79.320995,0.084829566,47.422478,28.349355,28.349355,28.349355,0.949910,0,,0,NORMAL,
baseline,17.333333,79.018814,0.084655201,47.305171,28.274606,28.274606,28.274606,0.903583,0,,0,NORMAL,
baseline,17.500000,78.742985,0.084471366,47.183528,28.197609,28.197609,28.197609,0.859514,0,,0,NORMAL,
baseline,17.666667,78.492226,0.084278591,47.057924,28.118584,28.118584,28.118584,0.817595,0,,0,NORMAL,
baseline,17.833333,78.265280,0.084077435,46.928727,28.037742,28.037742,28.037742,0.777721,0,,0,NORMAL,
baseline,18.000000,78.060923,0.083868481,46.796292,27.955286,27.955286,27.955286,0.739791,0,,0,NORMAL,
baseline,18.166667,77.877967,0.083652318,46.660961,27.871410,27.871410,27.871410,0.703711,0,,0,NORMAL,
baseline,18.333333,77.715267,0.083429537,46.523065,27.786299,27.786299,27.786299,0.669390,0,,0,NORMAL,
baseline,18.500000,77.571717,0.083200726,46.382919,27.700130,27.700130,27.700130,0.636744,0,,0,NORMAL,
baseline,18.666667,77.446258,0.082966460,46.240823,27.613070,27.613070,27.613070,0.605690,0,,0,NORMAL,
baseline,18.833333,77.337873,0.082727303,46.097066,27.525279,27.525279,27.525279,0.576150,0,,0,NORMAL,
baseline,19.000000,77.245589,0.082483800,45.951919,27.436906,27.436906,27.436906,0.548051,0,,0,NORMAL,
baseline,19.166667,77.168476,0.082236480,45.805641,27.348092,27.348092,27.348092,0.521322,0,,0,NORMAL,
baseline,19.333333,116.423273,0.081985848,45.658476,27.258973,27.258973,27.258973,7.000000,0,,0,NORMAL,
baseline,19.500000,126.228546,0.085472599,60.611366,50.196696,50.196696,50.196696,6.658606,0,,0,NORMAL,
baseline,19.666667,123.496285,0.090976160,60.712806,36.521505,36.521505,36.521505,6.333862,0,,0,NORMAL,
baseline,19.833333,117.851417,0.094171489,56.799603,30.460453,30.460453,30.460453,6.024956,0,,0,NORMAL,
